MarriedID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,Salary,Termd,PositionID,Position,MaritalDesc,CitizenDesc,TermReason,EmploymentStatus,Department,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences,tenure_days,age_group
0,0,1,5,5,3,0,53180,1,19,22,3,2,0,2,3,3,1,5.0,5,0,131,0,4,2688,1
0,0,1,1,3,3,0,140920,0,13,14,3,2,3,0,2,4,1,3.6,5,7,57,0,13,3998,-1
0,2,1,5,3,3,1,148999,1,13,14,0,2,7,2,2,1,1,4.3,4,6,33,0,8,1395,-1
1,1,0,1,4,3,0,86214,0,24,27,1,2,3,0,5,4,1,4.2,3,6,50,0,2,4074,1
0,0,0,2,5,2,1,47750,0,19,22,3,2,3,0,3,1,2,2.6,4,0,57,5,4,2737,-1
0,0,1,5,5,3,0,46428,1,19,22,3,2,14,2,3,3,1,4.6,5,0,75,0,7,3493,-1
1,1,1,1,5,3,0,57975,0,20,23,1,2,3,0,3,0,1,4.1,3,0,3,0,13,4872,1
0,2,1,5,3,3,0,88527,1,9,7,0,2,7,2,2,5,1,4.2,3,5,108,0,2,299,1
1,1,0,1,5,3,0,56147,0,19,22,1,2,3,0,3,5,1,3.51,3,0,57,0,2,3381,1
0,0,0,3,5,3,0,50923,0,19,22,3,2,3,0,3,3,1,5.0,5,0,79,0,14,3745,-1
1,1,0,1,3,3,0,50750,0,15,18,1,2,3,0,2,5,1,3.31,3,6,38,0,7,3380,2
1,1,0,1,5,3,0,52087,0,19,22,1,2,3,0,3,5,1,4.81,4,0,56,0,15,3787,1
1,1,1,1,3,3,0,87826,0,9,6,1,2,3,0,2,2,1,3.32,3,7,6,0,16,3283,-1
0,0,0,1,1,3,0,51920,0,2,1,3,2,3,0,0,8,1,5.0,3,5,10,0,2,3167,1
0,0,0,5,5,3,0,63878,1,20,23,3,2,8,2,3,0,1,4.68,4,0,105,0,20,1990,1
0,0,1,1,5,4,0,60656,0,20,23,3,2,3,0,3,4,0,4.3,3,0,26,0,4,3381,-1
0,2,1,1,6,2,1,72992,0,21,24,0,2,3,0,4,1,2,2.4,4,0,12,2,16,3515,1
1,1,0,5,1,3,1,55000,1,2,1,1,2,5,2,0,1,1,3.8,4,4,133,0,17,730,1
0,0,0,1,5,3,0,58939,0,19,22,3,2,3,0,3,2,1,3.73,3,0,23,0,16,3703,-1
1,1,0,1,3,3,0,66593,0,14,17,1,2,3,0,2,5,1,4.3,3,5,81,0,19,4588,-1
1,1,1,2,3,3,0,87565,0,28,31,1,2,3,0,2,5,1,3.27,4,5,6,0,13,2741,2
1,1,0,1,5,1,0,64021,0,19,22,1,2,3,0,3,4,3,2.4,2,1,66,6,20,4333,-1
1,1,0,1,5,3,0,65714,0,18,21,1,2,3,0,3,5,1,4.83,5,0,52,0,15,4108,-1
0,2,0,5,5,4,0,62425,1,19,22,0,2,17,2,3,5,0,4.1,4,0,85,0,16,777,-1
0,2,0,1,5,3,0,47961,0,19,22,0,2,3,0,3,3,1,4.1,4,0,80,0,9,4739,2
1,1,1,1,6,1,0,58273,0,3,2,1,2,3,0,4,8,3,1.81,2,0,13,3,5,3521,-1
0,0,1,1,1,3,0,63003,0,1,0,3,2,3,0,0,4,1,3.9,5,5,14,0,9,3381,1
1,1,1,1,5,3,0,61355,0,19,22,1,2,3,0,3,5,1,4.7,3,0,4,0,4,3605,1
1,1,0,1,6,3,0,60120,0,3,2,1,2,3,0,4,4,1,4.1,4,0,32,0,18,4844,1
1,1,0,1,5,3,0,63682,0,18,21,1,2,3,0,3,4,1,3.73,4,0,23,0,12,5471,2
1,1,1,1,5,3,0,63025,0,19,22,1,2,3,0,3,3,1,4.36,5,0,23,0,10,3283,2
0,0,0,1,5,3,0,59238,0,19,22,3,0,3,0,3,4,1,3.4,5,0,32,0,13,4249,-1
0,0,1,1,4,4,0,92989,0,24,27,3,2,3,0,5,5,0,4.5,5,5,57,0,1,3465,2
1,1,1,1,3,3,0,90100,0,4,3,1,2,3,0,2,4,1,3.4,3,6,18,0,14,2447,1
1,1,0,5,5,3,1,60754,1,19,22,1,1,0,2,3,1,1,4.5,5,0,53,0,11,1435,-1
1,1,0,5,5,3,0,72202,1,20,23,1,2,0,2,3,3,1,3.93,3,0,102,0,3,2245,-1
0,0,0,1,6,3,0,58370,0,3,2,3,2,3,0,4,4,1,3.69,3,0,26,0,18,3381,-1
0,0,0,5,5,3,0,48413,1,19,22,3,2,16,2,3,4,1,3.98,4,0,86,0,1,1889,-1
0,4,1,5,5,3,0,67176,1,20,23,4,2,10,2,3,7,1,4.1,4,0,127,0,15,1162,-1
0,2,0,1,5,3,0,56339,0,19,22,0,2,3,0,3,4,1,4.21,5,0,6,0,4,3969,-1
0,3,1,1,6,4,0,64397,0,3,2,2,2,3,0,4,4,0,4.1,3,0,34,0,6,6566,-1
0,0,0,1,5,2,0,63025,0,19,22,3,2,3,0,3,5,2,2.44,5,0,46,4,18,3605,2
1,1,1,5,3,3,0,75281,1,15,18,1,2,9,2,2,0,1,5.0,3,5,101,0,11,403,1
0,0,1,5,4,3,1,100416,1,24,27,3,1,9,2,5,1,1,4.6,3,4,47,0,9,1882,2
0,0,0,5,5,3,0,74813,1,20,23,3,2,17,2,3,5,1,4.4,3,0,35,0,5,1269,1
1,1,1,1,3,3,0,76029,0,15,18,1,0,3,0,2,2,1,5.0,4,7,6,0,8,3199,-1
1,1,0,1,6,3,0,57859,0,3,2,1,2,3,0,4,4,1,2.81,3,0,13,0,16,4563,1
0,2,1,5,5,4,0,58523,1,19,22,0,2,8,2,3,5,0,4.5,5,0,43,0,15,1271,1
0,2,1,1,5,3,0,88976,0,17,21,0,2,3,0,3,2,1,3.93,3,0,68,0,19,4536,-1
0,0,1,1,6,3,0,55875,0,3,2,3,2,3,0,4,8,1,4.5,4,0,14,0,11,4319,1
1,1,1,4,3,3,0,113999,1,8,9,1,2,12,1,2,2,1,4.33,3,7,55,0,9,737,1
1,1,0,4,5,4,0,49773,1,19,22,1,2,6,1,3,3,0,4.3,5,0,42,0,18,1596,1
0,0,0,2,5,3,0,62068,0,19,22,3,2,3,0,3,5,1,3.21,3,0,27,0,7,3102,1
0,0,1,1,5,3,0,66541,0,20,23,3,2,3,0,3,2,1,3.11,5,0,48,0,4,3423,2
1,1,0,5,5,3,1,80512,1,18,21,1,2,0,2,3,1,1,4.5,3,0,17,0,5,98,-1
0,0,0,5,5,2,0,50274,1,19,22,3,2,5,2,3,0,2,2.5,3,0,136,6,13,1114,2
0,0,1,1,3,3,0,84903,0,22,25,3,2,3,0,2,4,1,3.42,4,7,34,0,17,2511,2
0,4,0,1,3,3,0,107226,0,28,31,4,2,3,0,2,2,1,4.2,4,8,76,0,7,3199,2
0,0,1,5,5,3,0,58371,1,19,22,3,2,7,2,3,5,1,5.0,5,0,118,0,11,1221,1
1,1,1,5,5,3,0,55140,1,19,22,1,0,17,2,3,8,1,5.0,3,0,54,0,7,1575,-1
0,2,0,5,5,3,0,58062,1,19,22,0,2,0,2,3,3,1,3.6,5,0,77,0,9,490,2
0,0,0,5,5,3,1,59728,1,19,22,3,2,14,2,3,1,1,4.3,4,0,125,0,16,1265,-1
0,0,1,5,5,4,0,70507,1,20,23,3,2,15,2,3,5,0,5.0,3,0,15,0,7,1140,-1
0,0,0,1,5,3,0,60446,0,20,23,3,2,3,0,3,5,1,3.4,4,0,63,0,14,3381,1
0,0,1,1,5,3,0,65893,0,20,23,3,2,3,0,3,5,1,4.07,4,0,69,0,13,3465,1
0,0,0,5,5,1,0,48513,1,19,22,3,2,0,2,3,3,3,3.2,2,0,135,5,4,2583,2
0,0,0,1,3,4,0,220450,0,6,5,3,2,3,0,2,2,0,4.6,5,6,63,0,16,5014,2
0,0,0,1,3,3,0,89292,0,9,6,3,2,3,0,2,2,1,5.0,3,5,44,0,11,3199,2
0,4,0,1,5,3,0,45046,0,19,22,4,2,3,0,3,5,1,4.5,5,0,31,0,2,3381,2
